msisdn,home_city_name,home_region_name
212613532428,Madagh,l'Oriental
212795137504,Harte Lyamine,Drâa-Tafilalet
212678538643,Sebt Jahjouh,Fès-Meknès
212772126707,Dar Oulad Zidouh,Béni Mellal-Khénifra
212698292777,Bhalil,Fès-Meknès
212629062505,Zagora,Drâa-Tafilalet
212697748274,Kassita,l'Oriental
212639254018,Chefchaouen,Tanger-Tétouan-Al Hoceïma
212775183927,Aït Ourir,Marrakech-Safi
212632309452,Ouazzane,Tanger-Tétouan-Al Hoceïma
212681489124,Toundoute,Drâa-Tafilalet
212721051507,Sidi Rahhal,Marrakech-Safi
212788420922,Khenichet,Rabat-Salé-Kénitra
212686060667,Zaïo,l'Oriental
212767479628,Sidi Smaïl,Casablanca-Settat
212788999396,Es-Semara,Laâyoune-Sakia El Hamra
212670986770,Ouled Tayeb,Fès-Meknès
212664439358,Tan-Tan,Guelmim-Oued Noun
212742154612,Khouribga,Béni Mellal-Khénifra
212678468682,Ighounane,Drâa-Tafilalet
212661048316,Zeghanghane,l'Oriental
212777071587,Guercif,l'Oriental
212698922835,Farkhana,l'Oriental
212736640322,Bni Chiker,l'Oriental
212798001218,Tounfite,Drâa-Tafilalet
212659292073,Talsint,l'Oriental
212742016985,Deroua,Casablanca-Settat
212676005076,Jerada,l'Oriental
212662555903,Tamassint,Tanger-Tétouan-Al Hoceïma
212619791773,Arfoud,Drâa-Tafilalet
212693777152,Ahfir,l'Oriental
212646777885,Tahannaout,Marrakech-Safi
212693770580,Irherm,Souss-Massa
212692526522,Tahannaout,Marrakech-Safi
212765465770,Mehdia,Rabat-Salé-Kénitra
212651267741,Fquih Ben Salah,Béni Mellal-Khénifra
212642628340,Mechra Bel Ksiri,Rabat-Salé-Kénitra
212666300698,Ribate El Kheir,Fès-Meknès
212723796188,Aourir,Souss-Massa
212771185985,Khémisset,Rabat-Salé-Kénitra
212665108628,Ouazzane,Tanger-Tétouan-Al Hoceïma
212624786863,Oulad Saïd,Casablanca-Settat
212766423692,Bin elouidane,Béni Mellal-Khénifra
212796746140,Kassita,l'Oriental
212639011020,Béni Mellal,Béni Mellal-Khénifra
212610333788,Selouane,l'Oriental
212786056602,Temsia,Souss-Massa
212669706558,Bni Chiker,l'Oriental
212729041550,Boumia,Drâa-Tafilalet
212768540671,Sidi Boubker,l'Oriental
212723830739,Arazane,Souss-Massa
212754310926,Chefchaouen,Tanger-Tétouan-Al Hoceïma
212724527429,MyAliCherif,Drâa-Tafilalet
212714575069,Zeghanghane,l'Oriental
212698974504,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212625022969,Tanoumrite Nkob Zagora,Drâa-Tafilalet
212718506695,Tabounte,Drâa-Tafilalet
212655739017,El Borouj,Casablanca-Settat
212714644427,Taounate,Fès-Meknès
212669119695,Kassita,l'Oriental
212722304770,Debdou,l'Oriental
212779629903,Temsia,Souss-Massa
212788942914,Sidi Ahmed,Marrakech-Safi
212729094376,El Ksiba,Béni Mellal-Khénifra
212654250981,Tamansourt,Marrakech-Safi
212661180771,Moulay Yaâcoub,Fès-Meknès
212623918873,Ouaoumana,Béni Mellal-Khénifra
212751538445,Aïn Leuh,Fès-Meknès
212664608916,Bouznika,Casablanca-Settat
212781129430,Témara,Rabat-Salé-Kénitra
212745423657,Had Bouhssoussen,Béni Mellal-Khénifra
212664920839,Midar,l'Oriental
212791863172,Oulad Abbou,Casablanca-Settat
212735790486,Zeubelemok,Marrakech-Safi
212684912092,Aït Attab,Béni Mellal-Khénifra
212641809130,Zagora,Drâa-Tafilalet
212782135460,Sabaa Aiyoun,Fès-Meknès
212726749551,Hrara,Marrakech-Safi
212672707458,Bni Drar,l'Oriental
212715741488,Inahnahen,Tanger-Tétouan-Al Hoceïma
212763689345,Sidi Bennour,Casablanca-Settat
212665313744,El Hajeb,Fès-Meknès
212631474182,Boulemane,Fès-Meknès
212743086167,Beni Ayat,Béni Mellal-Khénifra
212636421209,Arazane,Souss-Massa
212685990834,El Borouj,Casablanca-Settat
212780142991,Médiouna,Casablanca-Settat
212689231406,Sidi Allal Tazi,Rabat-Salé-Kénitra
212649839173,Lalla Mimouna,Rabat-Salé-Kénitra
212746207333,Ajdir,Tanger-Tétouan-Al Hoceïma
212651687162,Ghafsai,Fès-Meknès
212650780803,Aïn Karma,Fès-Meknès
212660419022,Benslimane,Casablanca-Settat
212747481122,Séfrou,Fès-Meknès
212626354547,Sidi Jaber,Béni Mellal-Khénifra
212779619030,Tighassaline,Béni Mellal-Khénifra
212779231442,Irherm,Souss-Massa
212744510010,Tala Tazegwaght,Tanger-Tétouan-Al Hoceïma
212765913625,Séfrou,Fès-Meknès
212613791202,Aït Majden,Béni Mellal-Khénifra
212711779496,Dra'a,Drâa-Tafilalet
212622812171,Oujda,l'Oriental
212656302386,Khémis Sahel,Tanger-Tétouan-Al Hoceïma
212633558122,Demnate,Béni Mellal-Khénifra
212692906806,Bhalil,Fès-Meknès
212767201128,M'semrir,Drâa-Tafilalet
212690846386,Karia (El Jadida),Casablanca-Settat
212744989917,Oulad Ayad,Béni Mellal-Khénifra
212740979510,Oulad Sidi Ben Daoud,Casablanca-Settat
212734510194,Aït Attab,Béni Mellal-Khénifra
212643839207,Tamassint,Tanger-Tétouan-Al Hoceïma
212785877424,Sidi Bouzid,Casablanca-Settat
212770599919,Fraïta,Marrakech-Safi
212623957246,Oulmès,Rabat-Salé-Kénitra
212638152023,Aïn Harrouda,Casablanca-Settat
212728472090,Sidi Ahmed,Marrakech-Safi
212745043714,Amizmiz,Marrakech-Safi
212664352455,Errachidia,Drâa-Tafilalet
212688000595,Aïn Leuh,Fès-Meknès
212780557340,Aghbala,Béni Mellal-Khénifra
212751523425,Oulad M'Barek,Béni Mellal-Khénifra
212650610979,Sebt Gzoula,Marrakech-Safi
212692460404,Lakhsass,Souss-Massa
212738310273,Ahfir,l'Oriental
212617131424,Meknès,Fès-Meknès
212764266876,Aourir,Souss-Massa
212614115822,Oulad Berhil,Souss-Massa
212679544332,Sidi Bou Othmane,Marrakech-Safi
212782084429,Moulay Abdallah,Casablanca-Settat
212752462950,Tamanar,Marrakech-Safi
212725956612,Lalla Mimouna,Rabat-Salé-Kénitra
212786378421,Agni Izimmer,Souss-Massa
212794149153,Fraïta,Marrakech-Safi
212620630172,Ghafsai,Fès-Meknès
212743151618,Naima,l'Oriental
212752294047,Midelt,Drâa-Tafilalet
212642556962,Kénitra,Rabat-Salé-Kénitra
212755435590,Sebt El Maârif,Casablanca-Settat
212752634316,Kassita,l'Oriental
212623276828,Chefchaouen,Tanger-Tétouan-Al Hoceïma
212662875799,Azemmour,Casablanca-Settat
212776304290,Ajdir,Tanger-Tétouan-Al Hoceïma
212741883534,Bradia,Béni Mellal-Khénifra
212638884114,Skhirate,Rabat-Salé-Kénitra
212622229980,Oulad H'Riz Sahel,Casablanca-Settat
212660297825,Ait Daoud,Marrakech-Safi
212639688558,Tamesna,Rabat-Salé-Kénitra
212734930290,Ras El Aïn,Casablanca-Settat
212713624931,Kattara,Marrakech-Safi
212640401587,Aourir,Souss-Massa
212695864686,Oulad Zbair,Fès-Meknès
212723806322,Essaouira,Marrakech-Safi
212623310273,Beni Ayat,Béni Mellal-Khénifra
212699503895,Tameslouht,Marrakech-Safi
212730610243,Hrara,Marrakech-Safi
212690284350,Demnate,Béni Mellal-Khénifra
212628251138,Moulay Brahim,Marrakech-Safi
212639001498,Bouznika,Casablanca-Settat
212718464010,Lakhsass,Souss-Massa
212626160024,Kénitra,Rabat-Salé-Kénitra
212760548080,Amizmiz,Marrakech-Safi
212677375331,Zagora,Drâa-Tafilalet
212751400898,Assahrij,Marrakech-Safi
212684737745,Awsard,Dakhla-Oued Ed Dahab
212757206510,Jebha,Tanger-Tétouan-Al Hoceïma
212744555552,Touissit,l'Oriental
212770398757,Moulay Idriss Zerhoun,Fès-Meknès
212690579629,Tichoute,Drâa-Tafilalet
212618356303,Sidi Ifni,Guelmim-Oued Noun
212753025162,Dra'a,Drâa-Tafilalet
212682183644,Nador,l'Oriental
212681668841,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212684730780,Tamraght,Souss-Massa
212663086274,Tichoute,Drâa-Tafilalet
212661458160,Zag,Guelmim-Oued Noun
212660576527,Bradia,Béni Mellal-Khénifra
212676619805,Figuig,l'Oriental
212762077725,Oulad Zbair,Fès-Meknès
212677067817,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212785638732,Sidi Ahmed,Marrakech-Safi
212785707194,Taourirt,l'Oriental
212745001169,Tanger,Tanger-Tétouan-Al Hoceïma
212671266019,Aïn Dorij,Tanger-Tétouan-Al Hoceïma
212676318861,Zaïda,Drâa-Tafilalet
212692414357,Imzouren,Tanger-Tétouan-Al Hoceïma
212672831032,Sabaa Aiyoun,Fès-Meknès
212720587152,Bin elouidane,Béni Mellal-Khénifra
212645417909,Bhalil,Fès-Meknès
212643211861,Agni Izimmer,Souss-Massa
212761774869,Ahfir,l'Oriental
212775119942,Aïn Erreggada,l'Oriental
212785297150,Es-Semara,Laâyoune-Sakia El Hamra
212783877310,El Marsa,Laâyoune-Sakia El Hamra
212610279018,Guercif,l'Oriental
212744749743,Moulay Brahim,Marrakech-Safi
212767071890,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212652170702,Ben Sergao,Souss-Massa
212772946178,Agourai,Fès-Meknès
212775445667,Tafetachte,Marrakech-Safi
212720799719,Taza,Fès-Meknès
212660539444,Souk Sebt Oulad Nemma,Béni Mellal-Khénifra
212722913155,Azemmour,Casablanca-Settat
212727653522,Bni Drar,l'Oriental
212613044847,Bouarfa,l'Oriental
212776599554,Aït Yalla,Drâa-Tafilalet
212738351491,Tisgdal,Souss-Massa
212691526337,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212691593211,Rissani,Drâa-Tafilalet
212786043648,Outat El Haj,Fès-Meknès
212696627901,Driouch,l'Oriental
212720953493,Lakhsass,Souss-Massa
212710521356,Boumia,Drâa-Tafilalet
212790841850,Brikcha,Tanger-Tétouan-Al Hoceïma
212632228636,Sidi Lyamani,Tanger-Tétouan-Al Hoceïma
212613079318,Issaguen (Ketama),Tanger-Tétouan-Al Hoceïma
212776764786,Taourirt,l'Oriental
212668684021,Tighassaline,Béni Mellal-Khénifra
212610266082,Al Aroui,l'Oriental
212697080129,Hrara,Marrakech-Safi
212682884987,Sidi Bennour,Casablanca-Settat
212790498941,El Marsa,Laâyoune-Sakia El Hamra
212769684986,Moulay Idriss Zerhoun,Fès-Meknès
212688934549,Bouanane,l'Oriental
212740773410,Tafraout,Souss-Massa
212751695131,Zeubelemok,Marrakech-Safi
212668861462,Talmest,Marrakech-Safi
212659681481,Echemmaia,Marrakech-Safi
212756571169,Agni Izimmer,Souss-Massa
212677774482,Aoufous,Drâa-Tafilalet
212774741275,Sidi Jaber,Béni Mellal-Khénifra
212694512040,Tighassaline,Béni Mellal-Khénifra
212613674586,M'haya,Fès-Meknès
212731164052,Skhour Rehamna,Marrakech-Safi
212740264265,Amalou Ighriben,Béni Mellal-Khénifra
212712524954,Boumia,Drâa-Tafilalet
212665949462,Sarghine,Drâa-Tafilalet
212661355380,Zaïo,l'Oriental
212753265177,Guelmim,Guelmim-Oued Noun
212763925841,Ouarzazate,Drâa-Tafilalet
212763128034,Arazane,Souss-Massa
212615732899,Benslimane,Casablanca-Settat
212662467710,Sidi Bouzid,Casablanca-Settat
212658867973,Itzer,Drâa-Tafilalet
212753538376,Ighil n'Oumgoun,Drâa-Tafilalet
212751498437,Igdamen,Souss-Massa
212635060510,Fquih Ben Salah,Béni Mellal-Khénifra
212775182907,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212695659280,Bni Tadjite,l'Oriental
212743995382,Oued Laou,Tanger-Tétouan-Al Hoceïma
212710285803,Tafetachte,Marrakech-Safi
212665804841,Aïn Bni Mathar,l'Oriental
212696240935,Ben Guerir,Marrakech-Safi
212689058173,Guigou,Fès-Meknès
212623207288,Sebt El Maârif,Casablanca-Settat
212726631995,Skhirate,Rabat-Salé-Kénitra
212621889902,Boumia,Drâa-Tafilalet
212663645711,Temsia,Souss-Massa
212681711980,Sabaa Aiyoun,Fès-Meknès
212657640159,Amalou Ighriben,Béni Mellal-Khénifra
212664453302,Sarghine,Drâa-Tafilalet
212613483655,Tamallalt,Marrakech-Safi
212736379762,Sebt Jahjouh,Fès-Meknès
212614829179,Aïn Harrouda,Casablanca-Settat
212760106770,Foum Jamaa,Béni Mellal-Khénifra
212628528598,Stehat,Tanger-Tétouan-Al Hoceïma
212747728386,Ouaouizeght,Béni Mellal-Khénifra
212636137908,Toundoute,Drâa-Tafilalet
212773260564,Sidi Mohamed ben Abdallah el-Raisuni,Tanger-Tétouan-Al Hoceïma
212721467642,Foum Jamaa,Béni Mellal-Khénifra
212697551712,Azilal,Béni Mellal-Khénifra
212638362780,Jamâat Shaim,Marrakech-Safi
212763892753,Kerouna,l'Oriental
212770143557,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212737531817,Tétouan,Tanger-Tétouan-Al Hoceïma
212658928291,Azemmour,Casablanca-Settat
212760730954,Afourar,Béni Mellal-Khénifra
212719880004,Mechra Bel Ksiri,Rabat-Salé-Kénitra
212725920679,Jerada,l'Oriental
212768976787,Béni Mellal,Béni Mellal-Khénifra
212679101737,Tiznit,Souss-Massa
212698207413,Targuist,Tanger-Tétouan-Al Hoceïma
212765914556,Bir Jdid,Casablanca-Settat
212782934872,Sebt Gzoula,Marrakech-Safi
212633233806,Ben Yakhlef,Casablanca-Settat
212634650723,Bni Chiker,l'Oriental
212790963476,Hattane,Béni Mellal-Khénifra
212781735962,Rissani,Drâa-Tafilalet
212618631265,El Ouatia,Guelmim-Oued Noun
212724768790,Sidi Taibi,Rabat-Salé-Kénitra
212776754047,Arbaoua,Rabat-Salé-Kénitra
212636242424,Imouzzer Kandar,Fès-Meknès
212636067603,Talmest,Marrakech-Safi
212792764403,Ajdir,Tanger-Tétouan-Al Hoceïma
212628829935,Ighoud,Marrakech-Safi
212647073486,Karia,Fès-Meknès
212699843881,Elkbab,Béni Mellal-Khénifra
212639406578,Karia (El Jadida),Casablanca-Settat
212753495721,Tighza,Béni Mellal-Khénifra
212743330570,Loudaya,Marrakech-Safi
212670246280,Drargua,Souss-Massa
212758651986,Ajdir,Tanger-Tétouan-Al Hoceïma
212717545651,Jorf Lasfar,Casablanca-Settat
212766024175,Toulal,Fès-Meknès
212760406392,Ounagha,Marrakech-Safi
212629814960,Elkbab,Béni Mellal-Khénifra
212723153588,Berrechid,Casablanca-Settat
212627244688,Moulay Idriss Zerhoun,Fès-Meknès
212748997196,Oued Heimer,l'Oriental
212775395084,Loudaya,Marrakech-Safi
212698890458,Martil,Tanger-Tétouan-Al Hoceïma
212667048927,Gueznaia,Tanger-Tétouan-Al Hoceïma
212772458878,Oued Ifrane,Fès-Meknès
212619527323,Aïn Jemaa,Fès-Meknès
212725721486,Salé,Rabat-Salé-Kénitra
212710011601,Youssoufia,Marrakech-Safi
212636403238,Oued Zem,Béni Mellal-Khénifra
212692397197,Bzou,Béni Mellal-Khénifra
212796907192,Sidi Smaïl,Casablanca-Settat
212691509142,Alnif,Drâa-Tafilalet
212765675268,Ihddaden,l'Oriental
212653928483,Boumia,Drâa-Tafilalet
212690758095,Anzi,Souss-Massa
212714591523,El Marsa,Laâyoune-Sakia El Hamra
212660500606,Ben Yakhlef,Casablanca-Settat
212711722908,El Borouj,Casablanca-Settat
212759014749,Lqliâa,Souss-Massa
212658427806,Kerouna,l'Oriental
212750704023,Dar Gueddari,Rabat-Salé-Kénitra
212613205148,Sidi Taibi,Rabat-Salé-Kénitra
212643273370,Oulad Frej,Casablanca-Settat
212769841983,Sidi Taibi,Rabat-Salé-Kénitra
212711294505,Oued Laou,Tanger-Tétouan-Al Hoceïma
212679528428,Karia Ba Mohamed,Fès-Meknès
212754381638,Aït Ishaq,Béni Mellal-Khénifra
212752500527,Bni Drar,l'Oriental
212646714410,Moulay Yaâcoub,Fès-Meknès
212670680753,Agourai,Fès-Meknès
212780340392,Ksar El Kébir,Tanger-Tétouan-Al Hoceïma
212646001033,Errachidia,Drâa-Tafilalet
212624525348,Bouguedra,Marrakech-Safi
212621683556,Lakhsass,Souss-Massa
212640151901,Fnideq,Tanger-Tétouan-Al Hoceïma
212653512355,Moussaoua,Fès-Meknès
212741590516,Aït Majden,Béni Mellal-Khénifra
212631244512,Guigou,Fès-Meknès
212639020030,Guelmim,Guelmim-Oued Noun
212717360026,Oulad Saïd,Casablanca-Settat
212661752591,Jebha,Tanger-Tétouan-Al Hoceïma
212610019877,Ounagha,Marrakech-Safi
212730176701,Bzou,Béni Mellal-Khénifra
212651032885,Bni Chiker,l'Oriental
212771004508,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212624972358,Tounfite,Drâa-Tafilalet
212683930014,Ouaouizeght,Béni Mellal-Khénifra
212639092391,Tit Mellil,Casablanca-Settat
212662588607,Tisgdal,Souss-Massa
212669492514,El Ouatia,Guelmim-Oued Noun
212766202730,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212770247158,Oulad Teïma,Souss-Massa
212727392498,Oulmès,Rabat-Salé-Kénitra
212779301175,Sebt Jahjouh,Fès-Meknès
212638057958,Taghzout,Tanger-Tétouan-Al Hoceïma
212773860726,Outat El Haj,Fès-Meknès
212654887141,Bni Drar,l'Oriental
212638668804,Oued Laou,Tanger-Tétouan-Al Hoceïma
212770553160,Oulad Sidi Ben Daoud,Casablanca-Settat
212732509866,Oulad Frej,Casablanca-Settat
212696850048,Rabat,Rabat-Salé-Kénitra
212626556146,Missour,Fès-Meknès
212640790606,Boulanouare,Béni Mellal-Khénifra
212671256723,Akchour,Tanger-Tétouan-Al Hoceïma
212697502097,Taliouine,Souss-Massa
212684511487,Sid L'Mokhtar,Marrakech-Safi
212657407198,Aït Hichem,Tanger-Tétouan-Al Hoceïma
212669294013,Tizi Ouasli,Fès-Meknès
212725044371,Missour,Fès-Meknès
212633913048,Aït Ishaq,Béni Mellal-Khénifra
212635860237,Aït Iaâza,Souss-Massa
212712046617,Madagh,l'Oriental
212793795882,M'semrir,Drâa-Tafilalet
212774977679,Ouaouizeght,Béni Mellal-Khénifra
212733081295,Laaounate,Casablanca-Settat
212686524432,Oulad Yaich,Béni Mellal-Khénifra
212768989232,Bni Ansar,l'Oriental
212731632904,Rabat,Rabat-Salé-Kénitra
212694750029,Dcheira El Jihadia,Souss-Massa
212786261375,Sidi Smaïl,Casablanca-Settat
212778115327,Aoufous,Drâa-Tafilalet
212623259923,Dra'a,Drâa-Tafilalet
212791976185,Elkbab,Béni Mellal-Khénifra
212672588625,Bzou,Béni Mellal-Khénifra
212685471969,Tabounte,Drâa-Tafilalet
212785686516,Rissani,Drâa-Tafilalet
212612898300,Imintanoute,Marrakech-Safi
212683773082,Naima,l'Oriental
212659704830,Moulay Ali Cherif,Drâa-Tafilalet
212682891969,Moulay Ali Cherif,Drâa-Tafilalet
212693823135,Ouled Tayeb,Fès-Meknès
212637059583,Megousse,Souss-Massa
212789870350,Sabaa Aiyoun,Fès-Meknès
212728006720,Midelt,Drâa-Tafilalet
212763523039,Moulay Brahim,Marrakech-Safi
212645886795,Jorf El Melha,Rabat-Salé-Kénitra
212739772655,Naima,l'Oriental
212722109401,Arazane,Souss-Massa
212757400658,Tanger,Tanger-Tétouan-Al Hoceïma
212666113636,Had Bouhssoussen,Béni Mellal-Khénifra
212752021678,Imintanoute,Marrakech-Safi
212636979500,Jorf Lasfar,Casablanca-Settat
212619299260,Ighil n'Oumgoun,Drâa-Tafilalet
212651523069,Imouzzer Kandar,Fès-Meknès
212711238406,Sarghine,Drâa-Tafilalet
212744235142,M'haya,Fès-Meknès
212742789961,Jaâdar,l'Oriental
212676213203,Taghjijt,Guelmim-Oued Noun
212772440609,Kehf Nsour,Béni Mellal-Khénifra
212722673610,Akchour,Tanger-Tétouan-Al Hoceïma
212635579650,Sid Zouin,Marrakech-Safi
212649155774,Ouaouizeght,Béni Mellal-Khénifra
212723298715,Aïn Leuh,Fès-Meknès
212771553056,Khémisset,Rabat-Salé-Kénitra
212620785900,Aït Baha,Souss-Massa
212750899742,Mohammadia,Casablanca-Settat
212622505627,Taza,Fès-Meknès
212636743638,Tabounte,Drâa-Tafilalet
212660964040,Moqrisset,Tanger-Tétouan-Al Hoceïma
212788437144,Sidi Smaïl,Casablanca-Settat
212777109024,Aghbala,Béni Mellal-Khénifra
212647241795,Zeubelemok,Marrakech-Safi
212698375500,Zaouïat Cheikh,Béni Mellal-Khénifra
212780685071,Zaouia d'Ifrane,Fès-Meknès
212642758913,Berkane,l'Oriental
212774415922,Zinat,Tanger-Tétouan-Al Hoceïma
212636838068,Ighoud,Marrakech-Safi
212786577181,Sebt Jahjouh,Fès-Meknès
212672613393,Talsint,l'Oriental
212726744945,Oued Rmel,Tanger-Tétouan-Al Hoceïma
212620579320,Boumia,Drâa-Tafilalet
212791109055,N'Zalat Bni Amar,Fès-Meknès
212790639879,Tiflet,Rabat-Salé-Kénitra
212624627820,Imouzzer Marmoucha,Fès-Meknès
212761019508,Rabat,Rabat-Salé-Kénitra
212695753531,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212767385560,Karia Ba Mohamed,Fès-Meknès
212784543961,Aïn Bni Mathar,l'Oriental
212760395422,Taroudannt,Souss-Massa
212711786312,Ben Yakhlef,Casablanca-Settat
212695902926,Tissa,Fès-Meknès
212699469967,Smimou,Marrakech-Safi
212675896917,Settat,Casablanca-Settat
212787491476,Jorf Lasfar,Casablanca-Settat
212753946448,Souk Sebt Oulad Nemma,Béni Mellal-Khénifra
212670875385,El Borouj,Casablanca-Settat
212693890274,Jaâdar,l'Oriental
212663250081,Sidi Bouknadel,Rabat-Salé-Kénitra
212697774435,Boujdour,Laâyoune-Sakia El Hamra
212652663826,El Jadida,Casablanca-Settat
212792038245,Kelaat-M'Gouna,Drâa-Tafilalet
212617011787,Tiznit,Souss-Massa
212710974852,Fès,Fès-Meknès
212734499204,Sidi Rahhal Chataï,Casablanca-Settat
212769358985,Moulay Brahim,Marrakech-Safi
212747379459,Imassine,Drâa-Tafilalet
212729007169,Massa (Maroc),Souss-Massa
212797440441,Tinejdad,Drâa-Tafilalet
212719548592,Aourir,Souss-Massa
212669455702,Dar Oulad Zidouh,Béni Mellal-Khénifra
212692519451,Oulad Abbou,Casablanca-Settat
212736222527,Fam El Hisn,Souss-Massa
212780730348,Aoulouz,Souss-Massa
212780169745,Boufakrane,Fès-Meknès
212652668499,Demnate,Béni Mellal-Khénifra
212644360054,Ben Guerir,Marrakech-Safi
212793842586,Brikcha,Tanger-Tétouan-Al Hoceïma
212640612544,Ait Daoud,Marrakech-Safi
212766013426,Ighounane,Drâa-Tafilalet
212625401008,Touissit,l'Oriental
212795184408,Lakhsass,Souss-Massa
212625288511,Ben Yakhlef,Casablanca-Settat
212645932802,Farkhana,l'Oriental
212665309164,Foum Zguid,Souss-Massa
212621878504,Skhinate,Fès-Meknès
212787734535,Oulad Amrane,Casablanca-Settat
212710887158,Larache,Tanger-Tétouan-Al Hoceïma
212645819273,Sidi Yahya El Gharb,Rabat-Salé-Kénitra
212791461896,Tamansourt,Marrakech-Safi
212765124819,Fquih Ben Salah,Béni Mellal-Khénifra
212766767829,Moulay Bouazza,Béni Mellal-Khénifra
212613484379,Taounate,Fès-Meknès
212712511368,Ouaouizeght,Béni Mellal-Khénifra
212750956537,Zeubelemok,Marrakech-Safi
212664147545,Aghbala,Béni Mellal-Khénifra
212753055647,Jaâdar,l'Oriental
212690319748,Souk Sebt Oulad Nemma,Béni Mellal-Khénifra
212795673915,Arbaoua,Rabat-Salé-Kénitra
212737071232,Sidi Jaber,Béni Mellal-Khénifra
212784370823,Séfrou,Fès-Meknès
212795643542,Bir Jdid,Casablanca-Settat
212712005804,Sidi Slimane Echcharaa,l'Oriental
212750544095,Sidi Addi,Fès-Meknès
212719809850,Taza,Fès-Meknès
212614820468,Figuig,l'Oriental
212760506026,Talsint,l'Oriental
212781072556,Oulad Frej,Casablanca-Settat
212734630759,El Hanchane,Marrakech-Safi
212781255781,Timahdite,Fès-Meknès
212732562911,Soualem,Casablanca-Settat
212791506283,Imzouren,Tanger-Tétouan-Al Hoceïma
212634698421,Aknoul,Fès-Meknès
212688718599,Toulal,Fès-Meknès
212667827237,Ben Ahmed,Casablanca-Settat
212760848013,Dra'a,Drâa-Tafilalet
212753806950,Ait Daoud,Marrakech-Safi
212747543797,Madagh,l'Oriental
212694188161,Sebt Gzoula,Marrakech-Safi
212744734954,Azrou,Fès-Meknès
212715864686,Ras El Ma,l'Oriental
212735216543,El Kelaâ des Sraghna,Marrakech-Safi
212666558301,Fnideq,Tanger-Tétouan-Al Hoceïma
212755544600,Gueznaia,Tanger-Tétouan-Al Hoceïma
212654312246,Azemmour,Casablanca-Settat
212730210991,Tisgdal,Souss-Massa
212766598212,Tata,Souss-Massa
212727282673,Tamassint,Tanger-Tétouan-Al Hoceïma
212641533749,Fam El Hisn,Souss-Massa
212754019976,Aït Majden,Béni Mellal-Khénifra
212759312285,Sidi Bouzid,Casablanca-Settat
212631043045,Youssoufia,Marrakech-Safi
212633472542,Bin elouidane,Béni Mellal-Khénifra
212683678443,Lqliâa,Souss-Massa
212726924378,Tanalt,Souss-Massa
212669177552,Imouzzer Kandar,Fès-Meknès
212776157603,Aourir,Souss-Massa
212785839512,Fès,Fès-Meknès
212673002923,Sidi Ifni,Guelmim-Oued Noun
212684471481,Médiouna,Casablanca-Settat
212763543071,Boulanouare,Béni Mellal-Khénifra
212624162486,Bzou,Béni Mellal-Khénifra
212720477995,Martil,Tanger-Tétouan-Al Hoceïma
212673079040,Khenichet,Rabat-Salé-Kénitra
212750103375,Tendrara,l'Oriental
212723312136,Benslimane,Casablanca-Settat
212744078447,Loudaya,Marrakech-Safi
212649210910,Témara,Rabat-Salé-Kénitra
212691686046,Had Bouhssoussen,Béni Mellal-Khénifra
212764863359,Martil,Tanger-Tétouan-Al Hoceïma
212688490462,Aït Boubidmane,Fès-Meknès
212781557362,Sidi Smaïl,Casablanca-Settat
212742674851,Zag,Guelmim-Oued Noun
212658518700,Berkane,l'Oriental
212631299891,Moulay Bousselham,Rabat-Salé-Kénitra
212771073388,Harhoura,Rabat-Salé-Kénitra
212786479354,Boumalne-Dadès,Drâa-Tafilalet
212683415068,Gourrama,Drâa-Tafilalet
212780755279,Aïn Karma,Fès-Meknès
212794193442,Ras El Ma,l'Oriental
212635367144,Tiddas,Rabat-Salé-Kénitra
212688416334,Deroua,Casablanca-Settat
212788557642,El Menzel,Fès-Meknès
212751840906,Oulad Zbair,Fès-Meknès
212679226340,Rissani,Drâa-Tafilalet
212627548643,Tanoumrite Nkob Zagora,Drâa-Tafilalet
212712705399,Figuig,l'Oriental
212734621908,M'rirt,Béni Mellal-Khénifra
212725421550,Sebt Gzoula,Marrakech-Safi
212734768436,Sidi Bouzid,Casablanca-Settat
212726137063,M'semrir,Drâa-Tafilalet
212781178622,Tahannaout,Marrakech-Safi
212635763273,Bab Taza,Tanger-Tétouan-Al Hoceïma
212649401935,Tendrara,l'Oriental
212614161139,Igdamen,Souss-Massa
212650743418,Mechra Bel Ksiri,Rabat-Salé-Kénitra
212785976012,Fquih Ben Salah,Béni Mellal-Khénifra
212748516401,Moulay Ali Cherif,Drâa-Tafilalet
212717542518,Fam El Hisn,Souss-Massa
212734179776,Oued Laou,Tanger-Tétouan-Al Hoceïma
212624992190,Oued Laou,Tanger-Tétouan-Al Hoceïma
212728971319,Khémis Sahel,Tanger-Tétouan-Al Hoceïma
212610149822,Aïn Cheggag,Fès-Meknès
212770609762,Taroudannt,Souss-Massa
212761658314,Lalla Takerkoust,Marrakech-Safi
